asn,count,bad_count,CCA
Asac Comunicaciones S.L.,4,0,0.0
Baxet Group Inc.,4,3,0.75
Bahnhof AB,4,0,0.0
Team Blue Internet Services Uk Limited,4,2,0.5
Viettel Group,4,0,0.0
Input Output Flood LLC,4,2,0.5
"BroadbandONE, LLC",4,2,0.5
"Skycloud Computing co., Ltd.",4,4,1.0
National Academic Network and Information Center,4,0,0.0
National Internet Backbone,4,0,0.0
GigeNET,4,1,0.25
Euskaltel S.A.,4,0,0.0
Global Custom Data Limited,4,4,1.0
Servicos De Comunicacoes E Multimedia S.A.,4,2,0.5
China Networks Inter-Exchange,4,0,0.0
The Infrastructure Group B.V.,4,3,0.75
EVEO S.A.,4,1,0.25
"Internet Invest, Ltd.",4,0,0.0
"AZURE TECHNOLOGY CO., LIMITED",4,0,0.0
SoftBank Corp.,4,1,0.25
Node4 Limited,4,1,0.25
Comtrade System Integration doo Belgrade Serbia,4,0,0.0
British Telecommunications PLC,4,0,0.0
LLC Baxet,4,1,0.25
Dromatics Systems Pte Ltd,4,0,0.0
Host Universal Pty Ltd,4,1,0.25
Alwaysdata Sarl,4,0,0.0
Internet Vikings International AB,4,0,0.0
JSC ER-Telecom Holding,4,1,0.25
E-Large HongKong,4,4,1.0
ValorC3 Data Centers,4,0,0.0
KAGOYA JAPAN Inc.,4,0,0.0
NhanHoa Software company,4,2,0.5
Play2go International Limited,4,4,1.0
LINKED STORE BRASIL CRIACAO E DESENVOL DE SOFTWARE,4,2,0.5
IP-Projects GmbH & Co. KG,4,0,0.0
Garant-Park-Internet LLC,4,4,1.0
IT Now S.A.,4,0,0.0
Free SAS,3,3,1.0
Ids & Unitelm Srl,3,0,0.0
Shenzhen Dianjiang Technology Co Ltd,3,3,1.0
SEEWEB s.r.l.,3,1,0.3333333333333333
Institute for Research in Fundamental Sciences,3,1,0.3333333333333333
Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,3,1,0.3333333333333333
"Verasel, Inc.",3,3,1.0
NILSAT Ltd.,3,3,1.0
ML Consultancy,3,0,0.0
Hosting.de GmbH,3,2,0.6666666666666666
BitCommand LLC,3,1,0.3333333333333333
Orange Business Services SA,3,0,0.0
Orange Polska Spolka Akcyjna,3,0,0.0
"SWAN, a.s.",3,0,0.0
PT Qwords Company International,3,0,0.0
Telia Company AB,3,1,0.3333333333333333
Nine Internet Solutions AG,3,0,0.0
4B Digital Ltda,3,0,0.0
Datacampus SAS,3,0,0.0
Globalconnect As,3,0,0.0
RouterHosting LLC,3,3,1.0
SITS Deutschland GmbH,3,0,0.0
Telecom Algeria,3,3,1.0
CHINANET Guangdong province network,3,0,0.0
Wholesale Services Provider,3,0,0.0
DAOU TECHNOLOGY,3,2,0.6666666666666666
Shock Hosting LLC,3,0,0.0
"Frontier Communications of America, Inc.",3,2,0.6666666666666666
Artfiles New Media GmbH,3,0,0.0
Retelit Digital Services S.p.A.,3,0,0.0
Telecommunications And Digital Government Regulatory Authority,3,0,0.0
"Latisys-Irvine, LLC",3,0,0.0
Delta HighTech Ltd.,3,0,0.0
Nessus GmbH,3,0,0.0
Virgin Media,3,1,0.3333333333333333
EDIS GmbH,3,3,1.0
Greenhost BV,3,0,0.0
Datalogika Ltd.,3,0,0.0
JSC Kazakhtelecom,3,1,0.3333333333333333
O.m.c. Computers & Communications Ltd,3,1,0.3333333333333333
EBOUNDHOST.com,3,0,0.0
Neocities,3,2,0.6666666666666666
Universo Online S.A.,3,2,0.6666666666666666
Cyso Group B.V.,3,0,0.0
Azion Technologies Ltda.,3,0,0.0
Webzilla Inc.,3,0,0.0
Web4U s.r.o.,3,2,0.6666666666666666
ECS Rockenschaub GmbH,3,0,0.0
"Fly.io, Inc.",3,0,0.0
UpCloud USA Inc,3,3,1.0
Partner Hosting LTD,3,2,0.6666666666666666
OmniSync Networks,3,0,0.0
ITSOFT LLC,3,0,0.0
EXEA Sp. z o.o.,3,1,0.3333333333333333
1&1 Versatel GmbH,3,0,0.0
Scala Hosting LLC,3,1,0.3333333333333333
Bradler & Krantz GmbH & Co. KG,3,0,0.0
"Hubei Feixun Network Co., Ltd",3,0,0.0
Edgenext Legend Dynasty Pte. Ltd.,3,0,0.0
Hostnet B.V.,3,0,0.0
Net Gate Telecom S.R.L.,3,3,1.0
CrocWeb,3,0,0.0
"NetActuate, Inc",3,1,0.3333333333333333
Keliweb S.R.L,3,1,0.3333333333333333
ITZBund,3,0,0.0
Canonical Group Limited,3,0,0.0
Psb Hosting Ltd,3,2,0.6666666666666666
"Montana Sky Networks, Inc.",3,0,0.0
Data Storage Center JSC,3,0,0.0
uvensys GmbH,3,0,0.0
CW Vodafone Group PLC,3,0,0.0
Binero AB,3,0,0.0
Serverius Holding B.V.,3,1,0.3333333333333333
manitu GmbH,3,0,0.0
ZONER a.s.,3,0,0.0
Soluciones web on line s.l.,3,1,0.3333333333333333
Expedient,3,1,0.3333333333333333
Yelles AB,3,2,0.6666666666666666
CHT Compamy Ltd,3,0,0.0
Wind Tre S.p.A.,3,1,0.3333333333333333
"CloudAccess.net, LLC",3,0,0.0
i3D.net B.V,3,2,0.6666666666666666
"Empresa de Telecomunicaciones de Cuba, S.A.",3,0,0.0
RECONN LLC,3,0,0.0
"WholeSale Internet, Inc.",3,1,0.3333333333333333
KIFU (Governmental Info Tech Development Agency),3,0,0.0
interneX GmbH,3,0,0.0
"Netzero,INC.",3,0,0.0
ReliableSite.Net LLC,3,2,0.6666666666666666
HITME.PL,3,0,0.0
HK AISI CLOUD COMPUTING LIMITED,3,3,1.0
OOO Sovremennye setevye tekhnologii,3,0,0.0
"123.Net, Inc.",3,0,0.0
Nova Telecommunications & Media Single Member S.A,3,1,0.3333333333333333
ACONET,3,0,0.0
SpaceDump IT AB,3,0,0.0
Netafraz Iranian Ltd.,3,0,0.0
Sindad Network Technology PJSC,3,1,0.3333333333333333
NTT Global Data Centers EMEA UK Ltd.,3,0,0.0
PE Freehost,3,0,0.0
Metaregistrar B.V.,3,1,0.3333333333333333
BlackBerry Limited,3,0,0.0
Clodo Cloud Service Co. L.L.C,3,2,0.6666666666666666
"Nocix, LLC",3,2,0.6666666666666666
DLITS,3,3,1.0
GTS Telecom SRL,3,1,0.3333333333333333
Host SpA,3,0,0.0
KPN B.V.,3,1,0.3333333333333333
CHINANET Yunnan province IDC1 network,3,0,0.0
"WENZHOU, ZHEJIANG Province, P.R.China.",3,0,0.0
LEASEWEB HONG KONG LIMITED,3,0,0.0
GlobalConnect A/S,3,0,0.0
Wirtualna Polska Media S.A.,3,0,0.0
Play,3,1,0.3333333333333333
NUT HOST SRL,3,2,0.6666666666666666
Performive LLC,3,2,0.6666666666666666
Iguane Solutions SAS,3,2,0.6666666666666666
Trans-iX B.V.,3,0,0.0
TNG Stadtnetz GmbH,3,0,0.0
eww ag,3,0,0.0
Radware Ltd,3,0,0.0
"1515 ROUNDTABLE DR PROPERTY, LLC",3,0,0.0
Planeetta Internet Oy,3,0,0.0
Ideal Hosting Teknoloji A.S.,3,1,0.3333333333333333
UAB Host Baltic,3,2,0.6666666666666666
OrangeHost,3,2,0.6666666666666666
TE Data,3,1,0.3333333333333333
LLC Orange Business Services,3,0,0.0
Bird Hosting Inc.,3,0,0.0
Compuweb Communications Services Limited,3,1,0.3333333333333333
NetOne Rus JSC,3,3,1.0
Mizban Dadeh Pardis .Ltd,3,3,1.0
Leaseweb UK Limited,3,1,0.3333333333333333
"BroadBand Tower, Inc.",3,0,0.0
PE Skurykhin Mukola Volodumurovuch,3,2,0.6666666666666666
"WorldLinx Telecommunications, Inc.",2,0,0.0
"FiberState, LLC",2,0,0.0
Alaan-for-Communications-and-Information,2,2,1.0
MilesWeb Internet Services Pvt Ltd,2,2,1.0
HKBN Enterprise Solutions HK Limited,2,1,0.5
Petersburg Internet Network ltd.,2,2,1.0
Serviciul de Telecomunicatii Speciale,2,0,0.0
"Notion Labs, Inc.",2,0,0.0
"Webtasy, d.o.o.",2,0,0.0
TierraNet Inc.,2,0,0.0
Domeneshop AS,2,2,1.0
SamsungSDS Inc.,2,0,0.0
T-Systems International GmbH,2,0,0.0
Paradigm,2,0,0.0
American Express Company,2,0,0.0
Synextra Limited,2,1,0.5
TURKTICARET.NET YAZILIM HIZMETLERI SAN. ve TIC. A.S.,2,1,0.5
civillent GmbH,2,0,0.0
CIGNA,2,2,1.0
Utah Education Network,2,0,0.0
IT.Gate S.p.A.,2,0,0.0
"Kamatera, Inc.",2,1,0.5
Layer7 Networks GmbH,2,2,1.0
Spartan Host Ltd,2,0,0.0
OSSO B.V.,2,0,0.0
453 Ladplacout Jorakhaebua,2,0,0.0
Advania Island ehf,2,0,0.0
CommuniLink Internet Limited.,2,1,0.5
Seclan Oy,2,0,0.0
EdgeCenter LLC,2,0,0.0
Unmanaged Ltd,2,0,0.0
Accenture B. V.,2,0,0.0
Hostserver GmbH,2,0,0.0
Bouygues Telecom SA,2,1,0.5
Mediactive SAS,2,1,0.5
Host-Africa-AS,2,2,1.0
"WoodyNet, Inc.",2,0,0.0
AbitcoolChina Inc.,2,0,0.0
Cogeco Connexion inc,2,0,0.0
CSL Computer Service Langenbach GmbH,2,0,0.0
Idigital Internet Inc.,2,1,0.5
Euro-Information-Europeenne de Traitement de l'Information SAS,2,0,0.0
NEEN S.p.A,2,0,0.0
"ACENET, INC.",2,1,0.5
Good Domain Registry Private Limited,2,1,0.5
United Internet Ltd.,2,0,0.0
CV. Rumahweb Indonesia,2,0,0.0
Epik LLC,2,2,1.0
Sub 6 Limited,2,0,0.0
Nordisk Media Utveckling AB,2,0,0.0
Tetaneutral.net Association declaree,2,0,0.0
dnx network sarl,2,0,0.0
"Nexeon Technologies, Inc.",2,2,1.0
City and County of Honolulu,2,0,0.0
PT. Beon Intermedia,2,1,0.5
Cablevision Systems Corp.,2,1,0.5
"Nicalia Internet, S.L.U",2,0,0.0
FPT Telecom Company,2,1,0.5
Herbst Datentechnik GmbH,2,0,0.0
Individual Network Berlin (IN-Berlin) e.V.,2,0,0.0
ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,2,1,0.5
"Majestic Hosting Solutions, LLC",2,2,1.0
Star Network and Promotion LTD,2,2,1.0
Infrapod,2,0,0.0
Itm8 A/S,2,0,0.0
Magticom Ltd.,2,1,0.5
Fastrack Technology,2,2,1.0
Droptop GmbH,2,0,0.0
"Quantcom, a.s.",2,1,0.5
ManagedWay,2,0,0.0
University of Maryland,2,0,0.0
Cloudsigma Ag,2,1,0.5
"Telia Lietuva, AB",2,2,1.0
24sata doo,2,0,0.0
Telenor Sverige AB,2,1,0.5
Evolix SARL,2,0,0.0
web-crossing GmbH,2,0,0.0
"UnReal Servers, LLC",2,2,1.0
Iron Hosting Centre LTD,2,0,0.0
NTT-DATA-Inc,2,0,0.0
Pakistan Telecommunication Company Limited,2,0,0.0
"PERN AS Content Servie Provider, Islamabad, Pakistan",2,0,0.0
Information und Technik Nordrhein-Westfalen,2,0,0.0
Aktivnie Tehnologii LLC,2,0,0.0
Vetenskapsradet / SUNET,2,0,0.0
Vodafone Romania S.A.,2,0,0.0
Aktsiaselts WaveCom,2,1,0.5
Tier.Net Technologies LLC,2,0,0.0
Styria IT Solutions d.o.o.,2,0,0.0
Hilton Worldwide Holdings Inc,2,0,0.0
webhoster.de AG,2,1,0.5
Internet Names for Business Inc,2,0,0.0
"Omnis Network, LLC",2,2,1.0
"TekSavvy Solutions, Inc.",2,1,0.5
"HostHatch, LLC",2,1,0.5
ODS Joint Stock Company,2,2,1.0
Asociacion Red Universitaria de Alta Velocidad del Valle del Cauca,2,0,0.0
Tecnologias de Informacao S.A.,2,0,0.0
CRATIS d.o.o.,2,0,0.0
CAJA DE COMPENSACION DE ASIGNACION FAMILIAR LOS HEROES,2,0,0.0
iiNet Limited,2,0,0.0
hostNET Medien GmbH,2,0,0.0
Arelion Sweden AB,2,1,0.5
QuickSoft LLC,2,0,0.0
Lanit Technology and Communication Joint Stock Company,2,0,0.0
"Fundacao para a Ciencia e a Tecnologia, I.P.",2,0,0.0
Free Pro SAS,2,0,0.0
"Bigleaf Networks, Inc.",2,0,0.0
1984 ehf,2,0,0.0
EMPRESA NACIONAL DE TRANSMISION ELECTRICA ENATREL,2,0,0.0
Micron21 Datacentre Pty Ltd,2,0,0.0
Ip Server LLC,2,0,0.0
MK Netzdienste GmbH & Co. KG,2,1,0.5
arcos informationssysteme GmbH,2,0,0.0
KEVAG Telekom GmbH,2,0,0.0
Smith Bucklin & Associates Inc,2,0,0.0
LY Corporation,2,0,0.0
"Vodafone Ono, S.A.",2,0,0.0
Comnica Kft.,2,0,0.0
Colombia,2,1,0.5
Hrvatski Telekom d.d.,2,0,0.0
Cloud Host Pte Ltd,2,2,1.0
NordNet SA,2,1,0.5
EASY LINK LLC,2,2,1.0
LLC Digital Network,2,0,0.0
Harbers ASP B.V.,2,0,0.0
gridscale GmbH,2,0,0.0
EWE-Tel GmbH,2,1,0.5
Rackhosting.com ApS,2,0,0.0
Technische Universitat Wien,2,0,0.0
ICONZ Ltd,2,0,0.0
"Unit D,E,F,G 28th Floor",2,2,1.0
NEW DHAKA HARDWARE,2,2,1.0
HostBet Cloud Technologies Private Limited,2,2,1.0
"Alestra, S. de R.L. de C.V.",2,0,0.0
"Sambreel Services, LLC",2,2,1.0
"Total Uptime Technologies, LLC",2,0,0.0
weber.digital GmbH,2,0,0.0
Rogers Communications Canada Inc.,2,0,0.0
SIA VEESP,2,2,1.0
Superonline Iletisim Hizmetleri A.S.,2,1,0.5
comtrance service GmbH,2,0,0.0
"PCCW Global, Inc.",2,0,0.0
PacketHub S.A.,2,2,1.0
Odido Netherlands B.V.,2,0,0.0
Comfortel Ltd.,2,0,0.0
Miran Ltd.,2,0,0.0
Openbusiness S.A.,2,0,0.0
PJSC MegaFon,2,0,0.0
Webhuset AS,2,0,0.0
DC STAR nv,2,0,0.0
Comvive Servidores S.L.,2,0,0.0
FSKNET-DK Forskningsnettet - Danish network for Research and Education,2,0,0.0
NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED,2,0,0.0
Sonic Telecom LLC,2,0,0.0
Georg Kroeber,2,0,0.0
PremierDC Veri Merkezi Anonim Sirketi,2,2,1.0
Rendszerinformatika Zrt.,2,0,0.0
Zayo Bandwidth,2,0,0.0
Dade Pardazi Mobinhost Co LTD,2,0,0.0
Kakao Corp,2,0,0.0
Telefonica Tech Uk Managed Services Ltd,2,0,0.0
H4Y Technologies LLC,2,0,0.0
LARUS Limited,2,1,0.5
Atlas Communications (NI) Ltd,2,0,0.0
Cloudlinks Technologies Pvt Ltd,2,2,1.0
"Informacines sistemos ir technologijos, UAB",2,2,1.0
North American Division of Seventh-day Adventists,2,0,0.0
EVANZO e-commerce GmbH,2,1,0.5
Cyllene Its SAS,2,0,0.0
Viridio,2,0,0.0
"UTILITY TELEPHONE, INC.",2,0,0.0
Key-Systems GmbH,2,1,0.5
Seonet Multimedia s.r.o.,2,1,0.5
Redcentric Solutions Ltd,2,0,0.0
Freedom Internet BV,2,1,0.5
Sony Network Communications Inc.,2,0,0.0
"Charter Communications, Inc",2,1,0.5
Leibniz-Rechenzentrum,2,0,0.0
Bayerische Motoren Werke Aktiengesellschaft,2,0,0.0
Distributed Network Solutions LLC,2,2,1.0
Tomattos Technologies Ltd.,2,2,1.0
Massachusetts Institute of Technology,2,0,0.0
Race Online Limited,2,1,0.5
InterNetworX Management GmbH,2,1,0.5
Probe Networks,2,0,0.0
"Taiwan Mobile Co., Ltd.",2,0,0.0
Foundation of Research and Technology Hellas,2,0,0.0
"Cologix, Inc",2,0,0.0
Cloud4com s.r.o.,2,0,0.0
Hanoi Commercial Joint Stock Bank,2,0,0.0
HOSTING.,2,1,0.5
Megaspace Internet Services GmbH,2,0,0.0
CESNET z.s.p.o.,2,0,0.0
Kaspersky Lab Switzerland GmbH,2,2,1.0
Tiger Technologies LLC,2,0,0.0
Enet Communications LIMITED,2,1,0.5
PT JC Indonesia,2,2,1.0
Tebyan-e-Noor Cultural-Artistic Institute,2,0,0.0
Emp Secure As,2,2,1.0
Panix,2,0,0.0
Moviement srl,2,0,0.0
Ooredoo Q.S.C.,2,0,0.0
Detecon Al Saudia Co. Ltd.,2,0,0.0
5G NETWORK OPERATIONS PTY LTD,2,0,0.0
Cloudi Nextgen Sl,2,0,0.0
VegaSystems GmbH & Co. KG,2,0,0.0
Spanish Fork City,2,1,0.5
National Infocommunications Service Company Limited by Shares,2,0,0.0
"T-2, d.o.o.",2,0,0.0
ON-LINE Ltd,2,0,0.0
SAP SE,2,0,0.0
SpaceNet AG,2,0,0.0
Social Security Administration,2,0,0.0
"Abansys & Hostytec, S.L.",2,0,0.0
Rackhost Zrt.,2,0,0.0
NITC: IT Agency of Government of Nepal,2,0,0.0
Tarhely.Eu Szolgaltato Kft.,2,0,0.0
ASJ INC.,2,0,0.0
Allegro Retail a.s.,2,0,0.0
YooMoney NBCO LLC,2,0,0.0
"CoreSpace, Inc.",2,0,0.0
TalkTalk,2,0,0.0
Dattatec.com,2,1,0.5
Apple Inc.,2,0,0.0
Variti+ LLC,2,1,0.5
University of North Carolina at Chapel Hill,2,0,0.0
Semplify Srl,2,0,0.0
SiteHost New Zealand,2,0,0.0
GNET Internet Telekomunikasyon A.S.,2,0,0.0
"Oso Grande IP Services, LLC",2,1,0.5
Hosting Dunyam Bilisim Teknolojileri Ticaret Limited Sirketi,2,1,0.5
The Federal Guard Service of the Russian Federation,2,0,0.0
"Comercio e Prestacao de Servicos Informaticos, Lda",2,2,1.0
Six Degrees Technology Group Limited,2,0,0.0
Entain Services Austria GmbH,2,0,0.0
Breezeline,2,2,1.0
ARNES,2,0,0.0
"MAFRA, a.s.",2,0,0.0
Eurofiber France SAS,2,0,0.0
Hong Kong Broadband Network Ltd.,2,0,0.0
Kualo Limited,2,0,0.0
"Q2 Software, Inc.",2,0,0.0
"O2 Czech Republic, a.s.",2,0,0.0
Advanced Solutions LLC,2,0,0.0
Intermax Group B.V.,2,0,0.0
Applied Innovations Corporation,2,0,0.0
Mammoth Media Pty Ltd,2,1,0.5
Instytut Meteorologii i Gospodarki Wodnej - Panstwowy Instytut Badawczy,2,0,0.0
Administracion Nacional de Telecomunicaciones,2,0,0.0
"Future Spirits Co.,Ltd.",2,0,0.0
Netwerkvereniging Coloclue,2,0,0.0
China Mobile communications corporation,2,0,0.0
htp GmbH,2,0,0.0
China Telecom,2,0,0.0
Invitech ICT Services Kft.,2,0,0.0
V tal,2,2,1.0
MT-MPLS,2,2,1.0
"Siamdata Communication Co.,Ltd.",2,0,0.0
EveryWare AG,2,0,0.0
dataforest GmbH,2,0,0.0
"Miva Merchant, Inc.",2,0,0.0
ICM Netsystems 2005 SL,2,0,0.0
Information Technology and Cyber Security Service,2,0,0.0
ARCTUR d.o.o.,2,0,0.0
Miss Hosting AB,2,1,0.5
CCM Benchmark Group SAS,2,0,0.0
NASN Licensing Inc.,2,0,0.0
Belcloud LTD,2,1,0.5
POPIDC powered by CSLoxinfo,2,0,0.0
NOAVARAN SHABAKEH SABZ MEHREGAN (Ltd.),2,1,0.5
Croatian Academic and Research Network,2,0,0.0
Hosterion Srl,2,0,0.0
Proximus Luxembourg S.A.,2,2,1.0
RAITEC GmbH,2,0,0.0
Hostway IDC,2,0,0.0
Diahosting Limited,2,2,1.0
GLOBALTELEHOST Corp.,2,0,0.0
Zerospace Cloud,2,2,1.0
Deutsche Telekom MMS GmbH,2,0,0.0
Optitrust GmbH,2,0,0.0
globacom-as,2,1,0.5
Xidras GmbH,2,0,0.0
Tilaa B.V.,2,0,0.0
"Monster Worldwide, Inc.",2,0,0.0
Infopact Netwerkdiensten B.V.,2,0,0.0
DNS:NET Internet Service GmbH,2,0,0.0
WNET TELECOM USA Corp.,2,0,0.0
LightEdge Solutions,2,0,0.0
TELEKOM SRBIJA a.d.,2,1,0.5
Hyve Ltd,2,0,0.0
CEDIA,2,0,0.0
Windstream Communications LLC,2,1,0.5
Akenes SA,2,0,0.0
Iway AG,2,0,0.0
Ecritel SASU,2,0,0.0
HGC Global Communications Limited,2,1,0.5
Dstny BE N.V.,2,0,0.0
GreenEdge B.V.,2,0,0.0
SzerverPlex.hu KFT.,2,1,0.5
"CONVERGEONE HOLDINGS, INC.",2,1,0.5
Parsun Network Solutions PTY LTD,2,2,1.0
"DataChambers, LLC",2,1,0.5
INSYS LLC,2,0,0.0
Vivio Technologies,2,0,0.0
Zylon,2,0,0.0
kyberio GmbH,2,0,0.0
DIMENOC SERVICOS DE INFORMATICA LTDA,2,2,1.0
HKN GmbH,2,0,0.0
Fujitsu Invia Finland IP-network,2,0,0.0
Cork Internet Exchange Limited,2,0,0.0
Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare,2,0,0.0
Asseco Cloud Sp. z o. o.,2,0,0.0
Nucleo S.A.,2,0,0.0
G-Core Labs S.A.,2,2,1.0
CBS Interactive Inc.,2,0,0.0
MailChimp,2,0,0.0
NesterTelecom LLC,2,2,1.0
T-Mobile Austria GmbH,2,0,0.0
Melbikomas UAB,2,2,1.0
InterRacks B.V.,2,0,0.0
Pulsant (Scotland) Ltd,2,0,0.0
Gaertner Datensysteme GmbH & Co. KG,2,0,0.0
Hosting technology LTD,2,1,0.5
Uzbektelekom Joint Stock Company,2,0,0.0
"NTT America, Inc.",2,0,0.0
Capital One Financial Corporation,2,0,0.0
"TotalChoice Hosting, LLC",2,1,0.5
Zattoo AG,2,0,0.0
ScaleUp Technologies GmbH & Co. KG,2,0,0.0
U. S. Department of Justice,2,0,0.0
"Jones Lang LaSalle, Inc.",2,0,0.0
HostRoyale Technologies Pvt Ltd,2,2,1.0
Generali Finance Sp.z.o.o.,2,0,0.0
M3 Groep BV,2,0,0.0
WIBO Baltic UAB,2,2,1.0
w1n ltd,2,1,0.5
Baffin Bay Networks AB,2,0,0.0
SpectraIP B.V.,2,2,1.0
SQUIXA PTY LIMITED,2,0,0.0
UFO Hosting LLC,2,0,0.0
Windcloud 4.0 GmbH,2,1,0.5
U.S. Department of Veterans Affairs,2,0,0.0
"Splunk, Inc.",1,0,0.0
Net at vision Gesellschaft fuer Informationstechnologie mbH,1,0,0.0
Guizhou GuiAn IDC,1,0,0.0
iFog GmbH,1,0,0.0
SilverIP Communications Inc.,1,0,0.0
PH Bilisim Teknolojileri Limited Sirketi,1,1,1.0
TurkNet Iletisim Hizmetleri A.S.,1,0,0.0
Sorint Lab Spa,1,0,0.0
REANNZ National Research and Education Network,1,0,0.0
DRI SAS,1,0,0.0
Mobile Telecommunications Company K.S.C.P.,1,0,0.0
NetBase BV,1,0,0.0
AO ATS,1,0,0.0
Colocation America Corporation,1,0,0.0
Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA,1,1,1.0
"Path Network, Inc.",1,0,0.0
OOO WestCall Ltd.,1,0,0.0
HanseMerkur Krankenversicherung AG,1,0,0.0
Vox-Telecom,1,1,1.0
Fundacion Centro de Supercomputacion de Castilla y Leon,1,0,0.0
"Another Corporate ISP, LLC",1,0,0.0
"Colosseum Online, Inc.",1,0,0.0
AJPES,1,0,0.0
Bayer AG,1,0,0.0
Hutchison Drei Austria GmbH,1,0,0.0
Universiti Sains Malaysia USM,1,0,0.0
Infotechna Ltd.,1,0,0.0
IQ Fiber,1,1,1.0
ARUP LABORATORIES,1,0,0.0
Razorblue Ltd,1,0,0.0
ServerDo Servicos de Informatica Ltda,1,0,0.0
"F5, Inc.",1,0,0.0
DataHata Ltd,1,0,0.0
A1 Network Exchange Limited,1,0,0.0
AGORA CALYCE SpAS,1,0,0.0
Netlink Sp. z o o,1,0,0.0
"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Akademickie Centrum Informatyki",1,0,0.0
National-University-Rwanda,1,0,0.0
Web Site Source,1,0,0.0
Ioffe Physical-Technical Institute of the Russian Academy of Sciences,1,0,0.0
ESCOMTEL BACKGROUND COMMUNICATION NETWORKS Ltd.,1,1,1.0
ottogi.co.kr,1,0,0.0
Dailymotion S.A.,1,0,0.0
RouteLabel V.O.F.,1,0,0.0
CV. NATANETWORK SOLUTION,1,0,0.0
InfoCamere SCpA,1,0,0.0
ATW Internet Kft.,1,0,0.0
Georgia Institute of Technology,1,0,0.0
Lyntia Networks S.A.,1,0,0.0
Kazakhstan Stock Exchange JSC,1,0,0.0
Smartnet Too,1,0,0.0
Developed Methods LLC,1,1,1.0
"Tonami System Solutions Co., Ltd.",1,0,0.0
Midcontinent Communications,1,0,0.0
University of Montana,1,0,0.0
Vodafone Portugal - Communicacoes Pessoais S.A.,1,0,0.0
"NSS INTL CO., LTD.",1,0,0.0
SAS Nexylan,1,0,0.0
Virtual Access Internet BV,1,0,0.0
MEVSPACE sp. z o.o.,1,1,1.0
AmberIT Limited,1,1,1.0
Suomi Communications Oy,1,0,0.0
Ferenz Networks,1,1,1.0
Managing company Realty of Petersburg Ltd,1,0,0.0
Superior B.V.,1,0,0.0
CDNetworks,1,0,0.0
South Ural State University,1,0,0.0
Non state educational institution Educational Scientific and Experimental Center of Moscow In,1,0,0.0
intercolo GmbH,1,1,1.0
WebHorizon Internet Services,1,1,1.0
FEDERAL ONLINE GROUP LLC,1,1,1.0
LLC Vpsville,1,1,1.0
