asn,count,bad_count,CCA
IP Volume inc,1,0,0.0
Orange Business Digital Germany GmbH,1,0,0.0
PRO-ZETA a.s.,1,1,1.0
Teknology SA,1,1,1.0
Knipp Medien und Kommunikation GmbH,1,0,0.0
Core-Backbone GmbH,1,0,0.0
Safe Value Limited,1,0,0.0
Aixit GmbH,1,0,0.0
Smartt Inc.,1,0,0.0
HKBN Enterprise Solutions Limited,1,1,1.0
Nexicom Inc.,1,0,0.0
FS Veri Merkezi Internet Teknolojileri Limited Sirketi,1,0,0.0
Universidad Central de Venezuela,1,0,0.0
Kamatera Inc,1,0,0.0
"Salesforce.com, Inc.",1,0,0.0
Servereasy Srl,1,0,0.0
"kt cloud Co., Ltd",1,1,1.0
iHome LLC,1,0,0.0
Universitaet zu Koeln,1,0,0.0
MadeIT inc.,1,0,0.0
"GorillaServers, Inc.",1,1,1.0
IncogNet LLC,1,1,1.0
Skysilk,1,0,0.0
EZ TECHNOLOGY COMPANY LIMITED,1,1,1.0
Intesa Sanpaolo S.p.A.,1,0,0.0
"Sharecare, Inc.",1,0,0.0
House of Commons,1,0,0.0
DATAGROUP BIT GmbH,1,0,0.0
Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.,1,0,0.0
CH Regionalmedien AG,1,0,0.0
"St. Josephs Health Care, London",1,0,0.0
QNAX LTDA,1,1,1.0
ServeTheWorld AS,1,0,0.0
Ningxia West Cloud Data Technology Co.Ltd.,1,0,0.0
Alex Group LLC,1,1,1.0
ENTEL CHILE S.A.,1,0,0.0
MetTel,1,0,0.0
Netmihan Communication Company Ltd,1,1,1.0
Kyonix Networks Limited,1,0,0.0
Cong ty CP Truyen thong quoc te Incom,1,0,0.0
ZA-1-Grid,1,1,1.0
Ratiokontakt GmbH,1,0,0.0
ACCELIA,1,0,0.0
Hyundai Autoever Corp.,1,0,0.0
FRIEND IT Ltd,1,0,0.0
LLC smart Center,1,0,0.0
Dataport AoR,1,0,0.0
StormWall s.r.o.,1,0,0.0
Asociacion Civil de Estudios Superiores,1,0,0.0
Erste&Steiermarkische Bank d.d.,1,0,0.0
I vision SAS,1,0,0.0
Garmtech Lp,1,0,0.0
Lennox International Inc.,1,0,0.0
La Francaise des Jeux,1,0,0.0
Gi Group Holding S.p.A,1,0,0.0
Obergericht Des Kanton Zurich,1,0,0.0
Application X,1,0,0.0
PH CCTLD,1,0,0.0
Medical Mutual,1,0,0.0
KERIS,1,0,0.0
DataNode DC SRL,1,0,0.0
RELX inc.,1,0,0.0
Elite Limited,1,0,0.0
UNIFIQUE TELECOMUNICACOES SA,1,0,0.0
Bedag Informatik AG,1,0,0.0
Moroccan Academic Network,1,0,0.0
Rockhoster Private Limited,1,1,1.0
Palestine Telecommunications Company (PALTEL),1,1,1.0
Sprintel s.r.o.,1,1,1.0
Kerman University of Medical Sciences,1,0,0.0
tops.net GmbH & Co. KG,1,0,0.0
Orlen S.A.,1,0,0.0
iNES GROUP SRL,1,0,0.0
ALTICOR INC,1,0,0.0
Pearson Shared Services Ltd,1,0,0.0
PFALZKOM GmbH,1,0,0.0
KOREA CABLE TELECOM,1,0,0.0
SKSA TECHNOLOGY SDN BHD,1,1,1.0
"DTN, LLC",1,0,0.0
Telekom Deutschland GmbH,1,0,0.0
CTGNet,1,1,1.0
JSC Avantel,1,0,0.0
Ops One AG,1,0,0.0
Costa Crociere S.p.a.,1,0,0.0
"No.293,Wanbao Avenue",1,0,0.0
Posta Slovenije d.o.o.,1,0,0.0
University System of New Hampshire,1,0,0.0
Enterprise Cloud Ltd.,1,0,0.0
Network For Business Sp z o.o.,1,0,0.0
Financijska agencija,1,0,0.0
Columbia Basin Broadband Corporation,1,1,1.0
Hezardastan Unit Cloud Computing PJSC,1,0,0.0
University of Colorado at Boulder,1,0,0.0
Exigo AG,1,0,0.0
TDC Holding A/S,1,0,0.0
Crown Castle Fiber LLC,1,0,0.0
C.C.S. (Leeds) Ltd,1,0,0.0
Angel Soft OOD,1,1,1.0
esu2 Corporation,1,1,1.0
UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,1,0,0.0
RAI Real Estate B.V.,1,0,0.0
Clouvider Limited,1,0,0.0
Kertinis valstybes telekomunikaciju centras,1,0,0.0
PUSHPKT OU,1,1,1.0
Macquarie Technology Operations Pty Limited,1,0,0.0
Netcom Kassel Gesellschaft fuer Telekommunikation mbH,1,0,0.0
Scandinavian Hosting AB,1,0,0.0
Ministry of Foreign Affairs of Vietnam - MOFA,1,0,0.0
Netservers Limited,1,0,0.0
"Chiroro-Net Co.,Ltd.",1,1,1.0
Hi3G Access AB,1,0,0.0
Menshikov Vladimir,1,0,0.0
TIS Dialog LLC,1,0,0.0
Public Telecommunication Corporation,1,1,1.0
Rochester Institute of Technology,1,1,1.0
ConocoPhillips Company,1,0,0.0
Entidad Publica Empresarial Red.es,1,0,0.0
VSE NET GmbH,1,0,0.0
Internet Thailand Company Limited,1,1,1.0
Contegix,1,0,0.0
SAIX-NET,1,0,0.0
Melco Sales NZ Ltd,1,0,0.0
Vodafone Spain,1,0,0.0
SHOPEE SINGAPORE PRIVATE LIMITED,1,0,0.0
"Mecklenburg County, NC",1,0,0.0
Hostpro Lab LLC,1,1,1.0
NETSOLVE NETWORK TECHNOLOGY LIMITED,1,0,0.0
Invision IT,1,1,1.0
Futruy s.r.o.,1,0,0.0
Chittagong Online Limited AS38592 AP,1,0,0.0
Formicidae Holdings B.V.,1,0,0.0
YOTTA NETWORK SERVICES PRIVATE LIMITED,1,1,1.0
Institut Mines Telecom (IMT) Atlantique - Bretagne - Pays de la Loire,1,0,0.0
Sia Nano IT,1,0,0.0
BILOUD SRL,1,0,0.0
WorldGate,1,0,0.0
Uniwersytet Muzyczny Fryderyka Chopina,1,0,0.0
Eurotux Informatica SA,1,0,0.0
Gossamer Threads Inc.,1,0,0.0
SFS Group Schweiz AG,1,0,0.0
LINZ STROM GAS WAERME GmbH fuer Energiedienstleistungen und Telekommunikation,1,0,0.0
Digiweb ltd,1,0,0.0
"MUCHA Pawel Mucha, Marcin Mucha SC",1,0,0.0
CHINANET Hubei province network,1,0,0.0
"Grupo Sys4net, S.l.",1,0,0.0
Natsav,1,0,0.0
Converge ICT Solutions Inc.,1,0,0.0
"Levi, Ray & Shoup, Inc.",1,0,0.0
Accretive Networks,1,0,0.0
APPRISS INC,1,1,1.0
novomind AG,1,0,0.0
Private Joint Stock Company datagroup,1,0,0.0
Fisher Scientific,1,0,0.0
Zepter IT Sp. z o.o.,1,0,0.0
Datbury Pty Ltd,1,0,0.0
Commerce Bank,1,0,0.0
MIRhosting B.V.,1,0,0.0
University of Waterloo,1,0,0.0
Servicios Informaticos Hostname Ltda,1,1,1.0
LLC T1Cloud,1,0,0.0
"Computer Engineering & Consulting, Ltd.",1,0,0.0
Singtel Fibre Broadband,1,1,1.0
FOUR NETWORK SERVICOS DE INFORMATICA LTDA - ME,1,1,1.0
Ollink Sarl,1,0,0.0
Olleh-Rwanda-Networks,1,0,0.0
"Station Casinos, LLC.",1,0,0.0
The Optimal Link Corporation,1,0,0.0
PureVoltage Hosting Inc.,1,0,0.0
Biblioteka Narodowa,1,0,0.0
Green Web Samaneh Novin PJSC,1,1,1.0
"Alaska Airlines, Inc.",1,0,0.0
Vianova S.p.A,1,0,0.0
Digimagical GmbH,1,0,0.0
"Best Hosting Company, LLC",1,0,0.0
DCV SERVICOS DE LOCACAO DE MAQUINAS E EQUIPAMENTOS,1,0,0.0
DEEP BRIGHT LIMITED,1,1,1.0
Vodafone Net Iletisim Hizmetler AS,1,1,1.0
State Intitution Resources of Yamala,1,0,0.0
MOACK.Co.LTD,1,1,1.0
Ava Host Srl,1,0,0.0
HostingBazis Beteti Tarsasag,1,0,0.0
Lucky Tone Communications Ltd.,1,0,0.0
TIKTOK PTE. LTD.,1,0,0.0
CJSC Kolomna-Sviaz TV,1,0,0.0
JSC Sberbank-AST,1,0,0.0
International Labour Office,1,0,0.0
Teletek Bulut Bilisim ve Iletisim Hizmetleri A.S.,1,0,0.0
COMUNICACION CELULAR S.A. COMCEL S.A.,1,1,1.0
Vision Consulting Deutschland GmbH,1,0,0.0
"KECA, Inc.",1,0,0.0
GGoC1-AS,1,0,0.0
Willamette Valley Internet,1,0,0.0
Finanz Informatik GmbH & Co. KG,1,0,0.0
Alastyr Telekomunikasyon A.S.,1,1,1.0
"Starry, Inc.",1,0,0.0
Coolhousing s.r.o.,1,0,0.0
ACOD JSC,1,0,0.0
NTT SmartConnect Corporation,1,0,0.0
NTS workspace AG,1,0,0.0
Ontario Institute for Cancer Research,1,1,1.0
Iksir Internet Hizmetleri A.S.,1,0,0.0
GMO-Z.com Runsystem Joint Stock Company,1,0,0.0
DVZ Datenverarbeitungszentrum Mecklenburg-Vorpommern GmbH,1,0,0.0
Sedgwick County Information Services,1,0,0.0
Jeroen Massar,1,0,0.0
"Getty Images Seattle, Inc.",1,0,0.0
Wurth IT GmbH,1,0,0.0
SpringNet,1,0,0.0
Readylink Internet Services Limited,1,0,0.0
Airdesign Broadcast Media Pvt Ltd,1,0,0.0
Scala Data Centers,1,1,1.0
PITC,1,0,0.0
Wolast Technologies,1,1,1.0
Smart Weblications GmbH,1,0,0.0
Planet Service SARL,1,1,1.0
Website Solution Limited,1,0,0.0
Drake University,1,0,0.0
Wow Internet Indonesia,1,1,1.0
Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.,1,1,1.0
Bisping & Bisping GmbH & Co KG,1,0,0.0
GalaxyStar LLC,1,0,0.0
Realogy Group LLC,1,0,0.0
United Technology Alliance Kft.,1,0,0.0
Ratiodata SE,1,0,0.0
"WebNX, Inc.",1,0,0.0
Hosting 2 GO B.V.,1,0,0.0
Radionomy SA,1,0,0.0
Nice IT Services Group Inc.,1,1,1.0
"Southern New England Telephone Company and SNET America, Inc.",1,1,1.0
"Information Technology Systems, Inc.",1,0,0.0
BH Telecom d.d. Sarajevo,1,0,0.0
hkfree.org z.s.,1,0,0.0
Esosoft Corporation,1,0,0.0
"Ace Data Centers II, L.L.C.",1,1,1.0
Cyberneticos Hosting SL,1,1,1.0
Hebei Mobile Communication Company Limited,1,0,0.0
Cox Communications Inc.,1,0,0.0
Massive Networks,1,0,0.0
Sabanci University,1,0,0.0
WideFM Ltd,1,1,1.0
Private company Ukrainian hosting,1,0,0.0
Shenandoah Cable Television LLC,1,0,0.0
mur.at - Verein zur Foerderung von Netzwerkkunst,1,0,0.0
Link11 GmbH,1,0,0.0
Alfa-Safety SARL,1,0,0.0
"CVR Services, LLC",1,0,0.0
"Digital Fortress, Inc.",1,0,0.0
Ensono LP,1,0,0.0
Municipal autonomous educational establishment of supplementary education of children Center,1,0,0.0
University of Puerto Rico,1,0,0.0
CETI s.c.,1,0,0.0
nocyo GmbH,1,0,0.0
M-net Telekommunikations GmbH,1,0,0.0
GLOBALHOSTINGSOLUTIONS INC,1,0,0.0
Bach Kim Network solutions Join stock company,1,0,0.0
Aristotle University of Thessaloniki,1,0,0.0
Microscan Internet Limited,1,0,0.0
"CNC, a.s.",1,0,0.0
Digital Garage S.l.,1,1,1.0
KUES DATA GmbH,1,0,0.0
Priority Colo Inc,1,0,0.0
Pishgaman Toseeh Ertebatat Company (Private Joint Stock),1,1,1.0
"FirstDigital Communications, LLC",1,0,0.0
FullHost,1,0,0.0
UNIVERSIDAD MAYOR DE SAN ANDRES,1,0,0.0
Gigahost AS,1,0,0.0
Sino Worldwide Trading Limited,1,0,0.0
Meganet Communications,1,0,0.0
Access2.IT Group B.V.,1,0,0.0
WAIcore Ltd,1,1,1.0
SOFTERINT TECHNOLOGY OPC PRIVATE LIMITED,1,1,1.0
Sveriges Meteorologiska och Hydrologiska Institut,1,0,0.0
GRUPO CG LIMITADA,1,1,1.0
Alsycon B.V.,1,1,1.0
"City of Chanute, Kansas",1,0,0.0
Telecel S.A.,1,1,1.0
NexonHost Srl,1,1,1.0
Alienor.net Sarl,1,0,0.0
Canby Telephone Association,1,0,0.0
NxtGen Datacenter & Cloud Technologies Pvt. Ltd.,1,0,0.0
PT. Tujuh Ion Indonesia,1,1,1.0
Tamatiya EOOD,1,1,1.0
InfraServ GmbH & Co.Hoechst KG,1,0,0.0
Netiface Limited,1,1,1.0
ARANEA LLC,1,1,1.0
POST Telecom S.A.,1,0,0.0
Board of Regents of the University System of Georgia,1,0,0.0
IQVIA Holdings Inc,1,1,1.0
NETHINKS GmbH,1,0,0.0
"Lunavi, Inc.",1,0,0.0
RoyaleHosting BV,1,1,1.0
CND Medya Reklam ve Internet Hizmetleri Tic. Ltd. Sti.,1,0,0.0
The Kennedy Center,1,0,0.0
Camtel,1,0,0.0
VISTEC Internet Service GmbH,1,0,0.0
e.discom Telekommunikation GmbH,1,0,0.0
Atruvia AG,1,0,0.0
The Center of Dedicated Servers LLC,1,0,0.0
Relink LTD,1,1,1.0
ServerHouse Ltd,1,0,0.0
University of Alaska,1,0,0.0
PJSC Renaissance Insurance Group,1,0,0.0
Asiatech Data Transmission company,1,0,0.0
Sakhalin Cable Telesystems Ltd,1,1,1.0
Rusal Management Jsc,1,0,0.0
INI TECHNOLOGIES PRIVATE LIMITED,1,0,0.0
eSecureData,1,0,0.0
FortressITX,1,0,0.0
The Internet Business Ltd,1,0,0.0
"Enecom,Inc.",1,0,0.0
Weber Ltd,1,0,0.0
"colo4jax, LLC",1,0,0.0
China Unicom Shanghai FuTe IDC network,1,0,0.0
"Vitalwerks Internet Solutions, LLC",1,0,0.0
Kylos sp. z o.o.,1,0,0.0
Hexanet SAS,1,0,0.0
West Bengal Electronics Industry Development,1,0,0.0
Academy Sports + Outdoors,1,0,0.0
Hofmeir Media GmbH,1,0,0.0
Mikron-Media LLC,1,0,0.0
"RICOH USA IT SERVICES - Ricoh USA, Inc.",1,0,0.0
Saveincloud Hospedagem na Internet Ltda,1,0,0.0
ha-vel internet s.r.o.,1,0,0.0
JSC Mastertel,1,0,0.0
Klayer LLC,1,1,1.0
Thryv,1,0,0.0
ARK Data Centers LLC,1,0,0.0
"Giganews, Inc.",1,0,0.0
Texas Farm Bureau Casualty Insurance Company,1,0,0.0
Alter Way SAS,1,0,0.0
StormWeb Canada Hosting Inc.,1,0,0.0
Zemlyaniy Dmitro Leonidovich,1,1,1.0
FIBERNET Corp.,1,0,0.0
Jiangsu Wuxi International IDC network,1,0,0.0
CMFG Life Insurance Company,1,0,0.0
ALGAR TELECOM SA,1,0,0.0
Mojohost B.v.,1,0,0.0
Virtualtec Solutions AG,1,0,0.0
ITERGO Informationstechnologie GmbH,1,0,0.0
integration.net GmbH,1,0,0.0
Zonterra Corp SRL,1,0,0.0
"Fireline Network Solutions, Inc.",1,1,1.0
Eurofiber Cloud Infra B.V.,1,0,0.0
Sognenett AS,1,0,0.0
Nte Telekom As,1,0,0.0
"Black Duck Software, Inc.",1,0,0.0
HK Kwaifong Group Limited,1,0,0.0
ISPpro Internet KG,1,1,1.0
LUCIDACLOUD LIMITED,1,1,1.0
MIMOS R&D Malaysia,1,0,0.0
Zipcon LLC,1,0,0.0
"Chubu Telecommunications Company, Inc.",1,0,0.0
"Ministerio De Economia, Comercio Y Empresa",1,0,0.0
Hessischer Rundfunk,1,0,0.0
Snerpa ehf,1,0,0.0
Evoxt Sdn. Bhd.,1,1,1.0
Dawico Deutschland GmbH,1,0,0.0
EastLink,1,0,0.0
Foxcloud Llp,1,0,0.0
ScaleMatrix,1,0,0.0
"Southwest Cyberport, Inc.",1,0,0.0
Hostiserver Ltd,1,0,0.0
"SAREnet, S.A.",1,0,0.0
Mosenergosbyt PJSC,1,0,0.0
Ingo Klein,1,0,0.0
Edgecast Inc.,1,1,1.0
"Web4ce, s.r.o.",1,0,0.0
T-Mobile Czech Republic a.s.,1,1,1.0
TPx Communications,1,1,1.0
"Cisco OpenDNS, LLC",1,0,0.0
Miejskie Przedsiebiorstwo Wodociagow i Kanalizacji w M.St. Warszawie S.A.,1,0,0.0
Homesite Group Inc,1,0,0.0
Venable LLP,1,0,0.0
ESDS Software Solution Limited.,1,1,1.0
Groupe Precicom Inc.,1,1,1.0
ActiveHost RU LLC,1,0,0.0
"Gesellschaft fuer wissenschaftliche Datenverarbeitung mbH, Goettingen",1,0,0.0
Internet Technologies LLC,1,0,0.0
RootLayer Web Services Ltd.,1,1,1.0
Centro B. de P. em A. e S. e de P de Eventos,1,0,0.0
PT Cubiespot Pilar Data Nusantara,1,0,0.0
KACZMARSKI-INKASSO-Malgorzata-Kaczmarski,1,0,0.0
Komercijalna banka AD Skopje,1,0,0.0
Magit'st Srl,1,0,0.0
"AVONET, s.r.o.",1,1,1.0
Parvati Srl,1,0,0.0
Arvato Systems GmbH,1,0,0.0
New Telecommunication Company Ltd.,1,0,0.0
PT Telekomunikasi Indonesia,1,1,1.0
Audatex (Schweiz) GmbH,1,0,0.0
BRIGHAM YOUNG UNIVERSITY - IDAHO,1,0,0.0
Charter Communications LLC,1,0,0.0
Unite Private Networks LLC.,1,0,0.0
KTVS Ltd.,1,1,1.0
Prosodie Iberica Sl,1,0,0.0
Governo do Estado do Rio Grande do Norte,1,0,0.0
Concorde inc.,1,0,0.0
HK Broadband Network Ltd.,1,0,0.0
froxlor GmbH,1,0,0.0
COLOMBIA TELECOMUNICACIONES S.A. ESP BIC,1,1,1.0
ANGOLA-CABLES,1,0,0.0
SERVICIO DI TELECOMUNICACION DI ARUBA SETAR N.V.,1,0,0.0
BGP Network Limited,1,1,1.0
SecurityNet.cz s.r.o.,1,0,0.0
Isimtescil Bilisim A.S.,1,1,1.0
Connecticore Telecommunications Information Technology S.A,1,0,0.0
SmalS vzw,1,0,0.0
EDPNET Belgium BV,1,0,0.0
xTom Japan Corporation,1,1,1.0
American Electirc Power Co.,1,0,0.0
"LightBound, LLC",1,0,0.0
Techcrea Solutions SAS,1,1,1.0
Joint Ukrainian American Enterprise Telecommunications Resource Center ltd,1,0,0.0
VAS Latvijas Valsts radio un televizijas centrs,1,0,0.0
MAGEX Solutions Kft.,1,0,0.0
Gamgroup Srls,1,0,0.0
Flughafen Muenchen GmbH,1,0,0.0
Surfplanet GmbH,1,0,0.0
Bursabil Teknoloji A.S.,1,0,0.0
Regione Marche,1,0,0.0
"DCT Technologies, Inc.",1,0,0.0
Ehost software company limited,1,1,1.0
Micro Servizi,1,0,0.0
"American International Group Data Center, Inc.",1,0,0.0
Sistemi SpA,1,0,0.0
Tecnotel Servizi Tecnologici srl,1,1,1.0
"Lanka Education & Research Network, NREN",1,0,0.0
Extron Electronics,1,0,0.0
Joint Institute for Nuclear Research,1,0,0.0
Miami Childrens Hospital,1,0,0.0
NSS S.A.,1,0,0.0
Midi Picardie Informatique Hospitaliere,1,0,0.0
Zencom LTD,1,0,0.0
LINKdotNET,1,1,1.0
iquer.net GmbH & Co KG,1,0,0.0
Virtis s.r.o.,1,0,0.0
CD-Telematika a.s.,1,0,0.0
Hayal Host Internet Ve Bilisim Teknolojileri Sanayi Ticaret Limited Sirketi,1,1,1.0
Anton Levin,1,0,0.0
Vestel Elektronik Sanayi ve Ticaret A.S.,1,0,0.0
Jordan Data Communications Company LLC,1,1,1.0
4Consult B.V.,1,0,0.0
Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun,1,0,0.0
SkyExchange Internet Access,1,1,1.0
Artefact SARL,1,0,0.0
MidAmerican Energy Holdings Company,1,0,0.0
ONATI,1,0,0.0
Association IP Synergies,1,0,0.0
Cesena Net S.r.l.,1,0,0.0
University of Calgary,1,0,0.0
Serv.host Group Ltd,1,1,1.0
Telemach Slovenija d.o.o.,1,0,0.0
Universidad del Pais Vasco - Euskal Herriko Unibertsitatea,1,0,0.0
Virtual Machine Solutions LLC,1,1,1.0
Utilities Board of the City of Sylacauga,1,0,0.0
LLC hostoff Csl,1,0,0.0
avency GmbH,1,0,0.0
Worldline SA,1,0,0.0
CONET Deutschland GmbH,1,0,0.0
VOO S.A.,1,0,0.0
"Fusion, LLC",1,0,0.0
Vitec Software Group AB,1,0,0.0
Ag para el Desarrollo de la Sociedad de la Inf en Bolivia - ADSIB,1,0,0.0
Korea Expressway Corporation,1,0,0.0
DeepL SE,1,0,0.0
TelecomService Ltd.,1,0,0.0
SaSG GmbH & Co. KG,1,0,0.0
Orbyta S.A.,1,0,0.0
Vadian.Net AG,1,0,0.0
D.C.N. Corporation,1,0,0.0
cyber_Folks d.o.o,1,0,0.0
FPT Smart Cloud Company Limited,1,0,0.0
SETEL,1,0,0.0
OrionVM Cloud Platform,1,0,0.0
Vodafone Libertel B.V.,1,0,0.0
Flying Circus Internet Operations GmbH,1,0,0.0
Intred S.p.A.,1,0,0.0
Net-Build GmbH,1,0,0.0
IKA Telecom LTD,1,0,0.0
Hostodo,1,1,1.0
Redi LLC,1,0,0.0
Chernyshov Aleksandr Aleksandrovich,1,1,1.0
sun-asn,1,1,1.0
Shell Information Technology International B.V.,1,0,0.0
The Positive Internet Company Ltd,1,0,0.0
Narodowe Centrum Badan Jadrowych,1,0,0.0
ELIN.hu Informatikai Szolgaltato es Tanacsado Kft.,1,0,0.0
Brisktel Private Limited,1,0,0.0
SIA RixHost,1,1,1.0
Tigron bv,1,0,0.0
Pars Shabakeh Azarakhsh LLC,1,0,0.0
Digi Romania S.A.,1,0,0.0
MTNCI-AS,1,1,1.0
R-KOM Regensburger Telekommunikationsgesellschaft mbH,1,0,0.0
It Hostline Ltd,1,1,1.0
"PUMO NETWORK DIGITAL TECHNOLOGY CO.,LTD",1,0,0.0
Purdue University,1,0,0.0
NetJoin,1,0,0.0
The Networking People (TNP) Limited,1,0,0.0
Eurofiber Nederland BV,1,0,0.0
VIETSERVER SERVICES TECHNOLOGY COMPANY LIMITED,1,1,1.0
"Shanghai Blue Cloud Technology Co.,Ltd",1,0,0.0
Qrator Labs CZ s.r.o.,1,0,0.0
Consorci de Serveis Universitaris de Catalunya,1,0,0.0
China Unicom Guangdong IP network,1,1,1.0
Chaos Computer Club e.V.,1,0,0.0
"Global Media Teknologi, PT",1,0,0.0
"XMission, L.C.",1,0,0.0
Instra Corporation Pty Ltd,1,0,0.0
Uruguay,1,0,0.0
Cheiljedang.Co.Inc.,1,0,0.0
Agora TC Sp.z.o.o.,1,0,0.0
Axera SpA,1,0,0.0
INTERNET AG Global Network,1,0,0.0
Videnca AB,1,0,0.0
Telconet S.A,1,0,0.0
FiberXpress BV,1,1,1.0
"RM B, 2F 88 KWAI CHEONG ROAD",1,0,0.0
Saudi Information Technology Company CJSC,1,0,0.0
VirtuaServer Informatica Ltda,1,0,0.0
CHINANET Guangdong province Shenzhen MAN network,1,0,0.0
Super Cell Network For Internet Services Ltd,1,1,1.0
"IT House, Ltd",1,0,0.0
Johannes Gutenberg-Universitaet Mainz,1,0,0.0
"SoundStack Technologies, LLC",1,0,0.0
eServer s.r.o.,1,0,0.0
LLC Information Technology Center,1,0,0.0
Steadfast,1,0,0.0
"Web Host Most, LLC",1,1,1.0
Truenetwork LLC,1,0,0.0
CS LOXINFO PUBLIC COMPANY LIMITED,1,0,0.0
China Telecom Beijing Tianjin Hebei Big Data Industry Park Branch,1,0,0.0
Mahanagar Telephone Nigam Limited,1,0,0.0
TrunkMobile JSC,1,0,0.0
The Exchange Global Server Center,1,0,0.0
Longwood Medical and Academic Area LMA,1,0,0.0
Maksym Rivtin,1,0,0.0
UNIVERSAL HEALTH SERVICES,1,0,0.0
Gibtelecom Ltd.,1,0,0.0
"A1 Slovenija telekomunikacijske storitve,d.d.",1,0,0.0
Azimut-R Ltd.,1,0,0.0
EBSCO Publishing,1,0,0.0
Air Bank a.s.,1,0,0.0
Inetum Belgium NV,1,0,0.0
ASTRUM LLC,1,0,0.0
Multinet Pakistan Pvt. Ltd.,1,1,1.0
VeriSign Infrastructure & Operations,1,0,0.0
Bytedance Inc.,1,1,1.0
Bittiguru Oy,1,0,0.0
SANTA ROSA TELEPHONE COOPERATIVE INC,1,1,1.0
Wave2Net LLC,1,0,0.0
Universidad Autonoma del Estado de Mexico,1,0,0.0
NB-PEI Educational Computer Network,1,0,0.0
ANO TV-Novosti,1,0,0.0
Tinext Cloud SA,1,0,0.0
Tusass A/S,1,0,0.0
Cloudpath,1,0,0.0
"HUBARA hosting solutions, S.L.",1,0,0.0
MivoCloud SRL,1,1,1.0
King Abdul Aziz City for Science and Technology,1,0,0.0
High5! B.V.,1,0,0.0
2Dmedia Ltd.,1,0,0.0
Nucleo de Inf. e Coord. do Ponto BR - NIC.,1,0,0.0
"Jinan,250000",1,0,0.0
OOO Kurier,1,0,0.0
The Pennsylvania State University,1,0,0.0
Sahara Al Jazeera Network Information Technology Company,1,1,1.0
Sefroyek Pardaz Engineering PJSC,1,0,0.0
mpex GmbH,1,0,0.0
NuCDN LLC,1,0,0.0
Qrator Technologies FZ-LLC,1,0,0.0
Nassau Community College,1,0,0.0
Cleura AB,1,0,0.0
Fidium,1,0,0.0
Vietnamobile Telecommunications Joint Stock Company,1,0,0.0
EDGEUNO S.A.S,1,0,0.0
TRANSBANK S.A.,1,0,0.0
Its Integra SAS,1,0,0.0
Mojo Networks,1,0,0.0
Athenahealth,1,0,0.0
Kraft-S LLC,1,0,0.0
United States Department of Defense DoD,1,0,0.0
TUEV Rheinland Service GmbH,1,0,0.0
Gezim Cerri,1,1,1.0
Vitec Memorix B.V.,1,0,0.0
LIR LLC,1,0,0.0
AHOSTING,1,0,0.0
ecomDATA GmbH,1,0,0.0
CEZNET s.r.o.,1,1,1.0
PageMaster Ltd,1,0,0.0
NetUSE AG,1,0,0.0
Belarusian Cloud Technologies LLC,1,0,0.0
Illinois Century Network,1,0,0.0
Perm National Research Polytechnic University,1,0,0.0
